,customer_no,timestamp,location,origin
308,friday_1029,2019-09-06 17:34:00,drinks,friday
309,friday_1029,2019-09-06 17:35:00,drinks,friday
310,friday_1029,2019-09-06 17:36:00,checkout,friday
311,friday_103,2019-09-06 08:04:00,spices,friday
312,friday_103,2019-09-06 08:05:00,spices,friday
313,friday_103,2019-09-06 08:06:00,dairy,friday
314,friday_103,2019-09-06 08:07:00,dairy,friday
315,friday_103,2019-09-06 08:08:00,dairy,friday
316,friday_103,2019-09-06 08:09:00,dairy,friday
317,friday_103,2019-09-06 08:10:00,dairy,friday
318,friday_103,2019-09-06 08:11:00,dairy,friday
319,friday_103,2019-09-06 08:12:00,dairy,friday
320,friday_103,2019-09-06 08:13:00,dairy,friday
321,friday_103,2019-09-06 08:14:00,dairy,friday
322,friday_103,2019-09-06 08:15:00,dairy,friday
323,friday_103,2019-09-06 08:16:00,dairy,friday
324,friday_103,2019-09-06 08:17:00,dairy,friday
325,friday_103,2019-09-06 08:18:00,checkout,friday
326,friday_1030,2019-09-06 17:34:00,spices,friday
327,friday_1030,2019-09-06 17:35:00,spices,friday
328,friday_1030,2019-09-06 17:36:00,checkout,friday
329,friday_1031,2019-09-06 17:35:00,fruit,friday
330,friday_1031,2019-09-06 17:36:00,checkout,friday
331,friday_1032,2019-09-06 17:35:00,fruit,friday
332,friday_1032,2019-09-06 17:36:00,fruit,friday
333,friday_1032,2019-09-06 17:37:00,fruit,friday
334,friday_1032,2019-09-06 17:38:00,fruit,friday
335,friday_1032,2019-09-06 17:39:00,drinks,friday
336,friday_1032,2019-09-06 17:40:00,checkout,friday
337,friday_1033,2019-09-06 17:35:00,dairy,friday
338,friday_1033,2019-09-06 17:36:00,dairy,friday
339,friday_1033,2019-09-06 17:37:00,dairy,friday
340,friday_1033,2019-09-06 17:38:00,dairy,friday
341,friday_1033,2019-09-06 17:39:00,checkout,friday
342,friday_1034,2019-09-06 17:35:00,drinks,friday
343,friday_1034,2019-09-06 17:36:00,drinks,friday
344,friday_1034,2019-09-06 17:37:00,drinks,friday
345,friday_1034,2019-09-06 17:38:00,drinks,friday
346,friday_1034,2019-09-06 17:39:00,drinks,friday
347,friday_1034,2019-09-06 17:40:00,checkout,friday
348,friday_1035,2019-09-06 17:39:00,fruit,friday
349,friday_1035,2019-09-06 17:40:00,spices,friday
350,friday_1035,2019-09-06 17:41:00,spices,friday
351,friday_1035,2019-09-06 17:42:00,drinks,friday
352,friday_1035,2019-09-06 17:43:00,drinks,friday
353,friday_1035,2019-09-06 17:44:00,drinks,friday
354,friday_1035,2019-09-06 17:45:00,checkout,friday
355,friday_1036,2019-09-06 17:39:00,fruit,friday
356,friday_1036,2019-09-06 17:40:00,fruit,friday
357,friday_1036,2019-09-06 17:41:00,fruit,friday
358,friday_1036,2019-09-06 17:42:00,drinks,friday
359,friday_1036,2019-09-06 17:43:00,checkout,friday
360,friday_1037,2019-09-06 17:39:00,spices,friday
361,friday_1037,2019-09-06 17:40:00,fruit,friday
362,friday_1037,2019-09-06 17:41:00,checkout,friday
363,friday_1038,2019-09-06 17:39:00,fruit,friday
364,friday_1038,2019-09-06 17:40:00,fruit,friday
365,friday_1038,2019-09-06 17:41:00,fruit,friday
366,friday_1038,2019-09-06 17:42:00,fruit,friday
367,friday_1038,2019-09-06 17:43:00,fruit,friday
368,friday_1038,2019-09-06 17:44:00,dairy,friday
369,friday_1038,2019-09-06 17:45:00,dairy,friday
370,friday_1038,2019-09-06 17:46:00,checkout,friday
371,friday_1039,2019-09-06 17:39:00,dairy,friday
372,friday_1039,2019-09-06 17:40:00,drinks,friday
373,friday_1039,2019-09-06 17:41:00,checkout,friday
374,friday_104,2019-09-06 08:05:00,dairy,friday
375,friday_104,2019-09-06 08:06:00,drinks,friday
376,friday_104,2019-09-06 08:07:00,dairy,friday
377,friday_104,2019-09-06 08:08:00,spices,friday
378,friday_104,2019-09-06 08:09:00,spices,friday
379,friday_104,2019-09-06 08:10:00,spices,friday
380,friday_104,2019-09-06 08:11:00,checkout,friday
381,friday_1040,2019-09-06 17:39:00,spices,friday
382,friday_1040,2019-09-06 17:40:00,checkout,friday
383,friday_1041,2019-09-06 17:40:00,fruit,friday
384,friday_1041,2019-09-06 17:41:00,fruit,friday
385,friday_1041,2019-09-06 17:42:00,fruit,friday
386,friday_1041,2019-09-06 17:43:00,fruit,friday
387,friday_1041,2019-09-06 17:44:00,fruit,friday
388,friday_1041,2019-09-06 17:45:00,checkout,friday
389,friday_1042,2019-09-06 17:41:00,fruit,friday
390,friday_1042,2019-09-06 17:42:00,fruit,friday
391,friday_1042,2019-09-06 17:43:00,fruit,friday
392,friday_1042,2019-09-06 17:44:00,fruit,friday
393,friday_1042,2019-09-06 17:45:00,fruit,friday
394,friday_1042,2019-09-06 17:46:00,fruit,friday
395,friday_1042,2019-09-06 17:47:00,dairy,friday
396,friday_1042,2019-09-06 17:48:00,dairy,friday
397,friday_1042,2019-09-06 17:49:00,drinks,friday
398,friday_1042,2019-09-06 17:50:00,drinks,friday
399,friday_1042,2019-09-06 17:51:00,drinks,friday
400,friday_1042,2019-09-06 17:52:00,checkout,friday
401,friday_1043,2019-09-06 17:41:00,drinks,friday
402,friday_1043,2019-09-06 17:42:00,drinks,friday
403,friday_1043,2019-09-06 17:43:00,drinks,friday
404,friday_1043,2019-09-06 17:44:00,drinks,friday
405,friday_1043,2019-09-06 17:45:00,drinks,friday
406,friday_1043,2019-09-06 17:46:00,drinks,friday
407,friday_1043,2019-09-06 17:47:00,spices,friday
408,friday_1043,2019-09-06 17:48:00,drinks,friday
409,friday_1043,2019-09-06 17:49:00,drinks,friday
410,friday_1043,2019-09-06 17:50:00,drinks,friday
411,friday_1043,2019-09-06 17:51:00,drinks,friday
412,friday_1043,2019-09-06 17:52:00,fruit,friday
413,friday_1043,2019-09-06 17:53:00,fruit,friday
414,friday_1043,2019-09-06 17:54:00,fruit,friday
415,friday_1043,2019-09-06 17:55:00,fruit,friday
416,friday_1043,2019-09-06 17:56:00,fruit,friday
417,friday_1043,2019-09-06 17:57:00,fruit,friday
418,friday_1043,2019-09-06 17:58:00,fruit,friday
419,friday_1043,2019-09-06 17:59:00,dairy,friday
420,friday_1043,2019-09-06 18:00:00,fruit,friday
421,friday_1043,2019-09-06 18:01:00,fruit,friday
422,friday_1043,2019-09-06 18:02:00,checkout,friday
423,friday_1044,2019-09-06 17:41:00,spices,friday
424,friday_1044,2019-09-06 17:42:00,checkout,friday
425,friday_1045,2019-09-06 17:42:00,fruit,friday
426,friday_1045,2019-09-06 17:43:00,dairy,friday
427,friday_1045,2019-09-06 17:44:00,dairy,friday
428,friday_1045,2019-09-06 17:45:00,checkout,friday
429,friday_1046,2019-09-06 17:43:00,spices,friday
430,friday_1046,2019-09-06 17:44:00,drinks,friday
431,friday_1046,2019-09-06 17:45:00,drinks,friday
432,friday_1046,2019-09-06 17:46:00,fruit,friday
433,friday_1046,2019-09-06 17:47:00,fruit,friday
434,friday_1046,2019-09-06 17:48:00,checkout,friday
435,friday_1047,2019-09-06 17:47:00,fruit,friday
436,friday_1047,2019-09-06 17:48:00,fruit,friday
437,friday_1047,2019-09-06 17:49:00,checkout,friday
438,friday_1048,2019-09-06 17:47:00,dairy,friday
439,friday_1048,2019-09-06 17:48:00,dairy,friday
440,friday_1048,2019-09-06 17:49:00,dairy,friday
441,friday_1048,2019-09-06 17:50:00,checkout,friday
442,friday_1049,2019-09-06 17:47:00,spices,friday
443,friday_1049,2019-09-06 17:48:00,dairy,friday
444,friday_1049,2019-09-06 17:49:00,dairy,friday
445,friday_1049,2019-09-06 17:50:00,drinks,friday
446,friday_1049,2019-09-06 17:51:00,spices,friday
447,friday_1049,2019-09-06 17:52:00,drinks,friday
448,friday_1049,2019-09-06 17:53:00,drinks,friday
449,friday_1049,2019-09-06 17:54:00,drinks,friday
450,friday_1049,2019-09-06 17:55:00,drinks,friday
451,friday_1049,2019-09-06 17:56:00,checkout,friday
452,friday_105,2019-09-06 08:08:00,spices,friday
453,friday_105,2019-09-06 08:09:00,fruit,friday
454,friday_105,2019-09-06 08:10:00,dairy,friday
455,friday_105,2019-09-06 08:11:00,dairy,friday
456,friday_105,2019-09-06 08:12:00,dairy,friday
457,friday_105,2019-09-06 08:13:00,dairy,friday
458,friday_105,2019-09-06 08:14:00,dairy,friday
459,friday_105,2019-09-06 08:15:00,dairy,friday
460,friday_105,2019-09-06 08:16:00,dairy,friday
461,friday_105,2019-09-06 08:17:00,dairy,friday
462,friday_105,2019-09-06 08:18:00,checkout,friday
463,friday_1050,2019-09-06 17:47:00,dairy,friday
464,friday_1050,2019-09-06 17:48:00,dairy,friday
465,friday_1050,2019-09-06 17:49:00,checkout,friday
466,friday_1051,2019-09-06 17:47:00,spices,friday
467,friday_1051,2019-09-06 17:48:00,fruit,friday
468,friday_1051,2019-09-06 17:49:00,drinks,friday
469,friday_1051,2019-09-06 17:50:00,drinks,friday
470,friday_1051,2019-09-06 17:51:00,drinks,friday
471,friday_1051,2019-09-06 17:52:00,drinks,friday
472,friday_1051,2019-09-06 17:53:00,drinks,friday
473,friday_1051,2019-09-06 17:54:00,checkout,friday
474,friday_1052,2019-09-06 17:48:00,spices,friday
475,friday_1052,2019-09-06 17:49:00,spices,friday
476,friday_1052,2019-09-06 17:50:00,spices,friday
477,friday_1052,2019-09-06 17:51:00,spices,friday
478,friday_1052,2019-09-06 17:52:00,spices,friday
479,friday_1052,2019-09-06 17:53:00,fruit,friday
480,friday_1052,2019-09-06 17:54:00,fruit,friday
481,friday_1052,2019-09-06 17:55:00,checkout,friday
482,friday_1053,2019-09-06 17:48:00,spices,friday
483,friday_1053,2019-09-06 17:49:00,drinks,friday
484,friday_1053,2019-09-06 17:50:00,drinks,friday
485,friday_1053,2019-09-06 17:51:00,drinks,friday
486,friday_1053,2019-09-06 17:52:00,drinks,friday
487,friday_1053,2019-09-06 17:53:00,drinks,friday
488,friday_1053,2019-09-06 17:54:00,fruit,friday
489,friday_1053,2019-09-06 17:55:00,fruit,friday
490,friday_1053,2019-09-06 17:56:00,checkout,friday
491,friday_1054,2019-09-06 17:48:00,drinks,friday
492,friday_1054,2019-09-06 17:49:00,drinks,friday
493,friday_1054,2019-09-06 17:50:00,fruit,friday
494,friday_1054,2019-09-06 17:51:00,fruit,friday
495,friday_1054,2019-09-06 17:52:00,fruit,friday
496,friday_1054,2019-09-06 17:53:00,checkout,friday
497,friday_1055,2019-09-06 17:48:00,fruit,friday
498,friday_1055,2019-09-06 17:49:00,dairy,friday
499,friday_1055,2019-09-06 17:50:00,dairy,friday
500,friday_1055,2019-09-06 17:51:00,dairy,friday
501,friday_1055,2019-09-06 17:52:00,dairy,friday
502,friday_1055,2019-09-06 17:53:00,dairy,friday
503,friday_1055,2019-09-06 17:54:00,dairy,friday
